 Date,Region, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Unemployed, Estimated Labour Participation Rate (%)
 30-06-2016,Uttarakhand, Monthly,2.32,"2,357,432","54,692",45.12
 31-07-2016,Uttarakhand, Monthly,0,"2,088,677",0,38.98
 31-08-2016,Uttarakhand, Monthly,0,"2,573,999",0,47.94
 30-09-2016,Uttarakhand, Monthly,0,"2,464,390",0,45.81
 31-10-2016,Uttarakhand, Monthly,4.82,"2,206,720","106,364",43.02
 30-11-2016,Uttarakhand, Monthly,0,"1,799,930",0,33.33
 31-12-2016,Uttarakhand, Monthly,0,"2,462,880",0,45.52
 31-01-2017,Uttarakhand, Monthly,0,"2,900,105",0,53.5
 28-02-2017,Uttarakhand, Monthly,3.43,"2,227,459","76,402",42.48
 31-03-2017,Uttarakhand, Monthly,0,"2,055,971",0,37.79
 30-04-2017,Uttarakhand, Monthly,0,"2,278,360",0,41.8
 31-05-2017,Uttarakhand, Monthly,0,"2,470,733",0,45.24
 30-06-2017,Uttarakhand, Monthly,2.17,"2,046,275","44,404",38.23
 31-07-2017,Uttarakhand, Monthly,0,"2,017,383",0,36.8
 31-08-2017,Uttarakhand, Monthly,0,"2,315,762",0,42.16
 30-09-2017,Uttarakhand, Monthly,0,"2,325,614",0,42.26
 31-10-2017,Uttarakhand, Monthly,1.46,"1,985,529","28,989",36.54
 30-11-2017,Uttarakhand, Monthly,3.73,"2,036,233","75,951",38.29
 31-12-2017,Uttarakhand, Monthly,1.14,"1,937,959","22,093",35.41
 31-01-2018,Uttarakhand, Monthly,0.56,"2,062,357","11,549",37.39
 28-02-2018,Uttarakhand, Monthly,1.02,"2,025,083","20,656",36.82
 31-03-2018,Uttarakhand, Monthly,3,"2,092,959","62,789",38.76
 30-04-2018,Uttarakhand, Monthly,0.46,"1,918,046","8,823",34.55
 31-05-2018,Uttarakhand, Monthly,1.02,"2,142,532","21,854",38.74
 30-06-2018,Uttarakhand, Monthly,1.05,"1,963,765","20,620",35.45
 31-07-2018,Uttarakhand, Monthly,3.03,"2,045,727","61,986",37.61
 31-08-2018,Uttarakhand, Monthly,0.46,"1,930,445","8,880",34.5
 30-09-2018,Uttarakhand, Monthly,1.55,"2,109,007","32,690",38.04
 31-10-2018,Uttarakhand, Monthly,4.66,"1,940,566","90,430",36.07
 30-11-2018,Uttarakhand, Monthly,4.58,"2,030,567","93,000",37.64
 31-12-2018,Uttarakhand, Monthly,4.82,"1,958,292","94,390",36.32
 31-01-2019,Uttarakhand, Monthly,1.71,"2,164,406","37,011",38.8
 28-02-2019,Uttarakhand, Monthly,5.29,"1,958,058","103,581",36.36
 31-03-2019,Uttarakhand, Monthly,5.04,"1,968,509","99,213",36.39
 30-04-2019,Uttarakhand, Monthly,6.11,"1,902,434","116,239",35.5
 31-05-2019,Uttarakhand, Monthly,1.63,"2,108,044","34,361",37.47
 30-06-2019,Uttarakhand, Monthly,4.65,"2,021,553","94,002",37.01
 31-07-2019,Uttarakhand, Monthly,5.74,"2,000,524","114,830",36.97
 31-08-2019,Uttarakhand, Monthly,6.11,"1,911,380","116,785",35.39
 30-09-2019,Uttarakhand, Monthly,3.47,"2,157,845","74,877",38.79
 31-10-2019,Uttarakhand, Monthly,4.83,"2,027,663","97,936",36.9
 30-11-2019,Uttarakhand, Monthly,5.56,"2,007,113","111,595",36.73
 31-12-2019,Uttarakhand, Monthly,4.52,"1,947,566","88,030",35.19
 31-01-2020,Uttarakhand, Monthly,4.17,"1,986,386","82,832",35.69
 29-02-2020,Uttarakhand, Monthly,4.85,"2,057,523","99,790",37.16
 30-04-2020,Uttarakhand, Monthly,3.66,"1,972,074","72,178",35.04
 31-05-2020,Uttarakhand, Monthly,3.57,"1,915,482","68,383",33.94
 30-06-2020,Uttarakhand, Monthly,10.71,"1,675,441","179,440",32
 31-08-2020,Uttarakhand, Monthly,11.54,"1,907,133","220,083",36.62
 31-10-2020,Uttarakhand, Monthly,10.1,"1,783,067","180,090",33.56
 31-12-2020,Uttarakhand, Monthly,5.56,"1,811,937","100,744",32.34
 31-01-2021,Uttarakhand, Monthly,2.59,"1,786,648","46,274",30.85
 28-02-2021,Uttarakhand, Monthly,4.17,"1,806,312","75,323",31.65
 31-03-2021,Uttarakhand, Monthly,2.27,"1,666,221","37,823",28.57
 30-04-2021,Uttarakhand, Monthly,5.95,"2,031,872","120,896",36.13
 31-05-2021,Uttarakhand, Monthly,3.95,"1,669,166","65,932",29.01
 30-06-2021,Uttarakhand, Monthly,4.82,"1,852,243","89,278",32.42
 31-07-2021,Uttarakhand, Monthly,2.13,"1,686,888","35,931",28.66
 31-08-2021,Uttarakhand, Monthly,6.33,"1,949,057","123,375",34.53
 30-09-2021,Uttarakhand, Monthly,3.75,"1,781,224","66,796",30.65
 31-10-2021,Uttarakhand, Monthly,3.16,"1,908,449","60,307",32.58
 30-11-2021,Uttarakhand, Monthly,2.27,"1,761,053","39,976",29.73
 31-12-2021,Uttarakhand, Monthly,5.09,"1,945,373","99,019",33.75
 31-01-2022,Uttarakhand, Monthly,3.54,"1,832,358","64,865",31.22
 28-02-2022,Uttarakhand, Monthly,5.13,"1,790,210","91,838",30.95
 31-03-2022,Uttarakhand, Monthly,2.08,"1,631,256","33,930",27.27
 30-04-2022,Uttarakhand, Monthly,5.53,"1,915,518","105,928",33.13
 31-01-2016,West Bengal, Monthly,8.3,"22,075,472","1,832,264",48.57
 29-02-2016,West Bengal, Monthly,4.66,"21,471,002","1,000,549",45.35
 31-03-2016,West Bengal, Monthly,8.4,"21,405,797","1,798,087",46.96
 30-04-2016,West Bengal, Monthly,7.64,"21,089,931","1,611,271",45.8
 31-05-2016,West Bengal, Monthly,5.64,"22,359,938","1,261,101",47.42
 30-06-2016,West Bengal, Monthly,5.72,"20,823,298","1,191,093",44.12
 31-07-2016,West Bengal, Monthly,8.17,"21,126,808","1,726,060",45.86
 31-08-2016,West Bengal, Monthly,6.41,"22,080,987","1,415,391",46.93
 30-09-2016,West Bengal, Monthly,7.74,"23,690,379","1,833,635",50.97
 31-10-2016,West Bengal, Monthly,4.07,"22,053,746","897,587",45.54
 30-11-2016,West Bengal, Monthly,7.92,"21,312,030","1,687,913",45.76
 31-12-2016,West Bengal, Monthly,5.48,"22,049,104","1,208,291",46.02
 31-01-2017,West Bengal, Monthly,5.75,"22,887,232","1,316,016",47.81
 28-02-2017,West Bengal, Monthly,4.18,"22,306,933","932,430",45.75
 31-03-2017,West Bengal, Monthly,6.9,"21,696,106","1,497,031",45.7
 30-04-2017,West Bengal, Monthly,4.75,"22,540,227","1,070,661",46.31
 31-05-2017,West Bengal, Monthly,4.67,"23,554,388","1,099,990",48.26
 30-06-2017,West Bengal, Monthly,4.14,"23,015,128","952,826",46.8
 31-07-2017,West Bengal, Monthly,6.71,"21,847,440","1,465,963",45.55
 31-08-2017,West Bengal, Monthly,4.55,"22,455,769","1,021,737",45.67
 30-09-2017,West Bengal, Monthly,6.24,"22,305,161","1,391,842",46.08
 31-10-2017,West Bengal, Monthly,5.08,"23,412,291","1,189,344",47.68
 30-11-2017,West Bengal, Monthly,5.95,"22,561,441","1,342,406",46.28
 31-12-2017,West Bengal, Monthly,4.48,"23,349,724","1,046,068",47.06
 31-01-2018,West Bengal, Monthly,7.87,"22,219,046","1,748,639",46.33
 28-02-2018,West Bengal, Monthly,8.79,"23,869,814","2,098,157",50.19
 31-03-2018,West Bengal, Monthly,8.72,"22,389,479","1,952,363",46.94
 30-04-2018,West Bengal, Monthly,5.63,"22,899,228","1,289,227",46.34
 31-05-2018,West Bengal, Monthly,7.33,"22,622,121","1,658,201",46.52
 30-06-2018,West Bengal, Monthly,7.56,"24,109,126","1,822,650",49.6
 31-07-2018,West Bengal, Monthly,6.21,"23,719,522","1,472,982",48
 31-08-2018,West Bengal, Monthly,4.8,"23,036,472","1,105,751",45.83
 30-09-2018,West Bengal, Monthly,6.37,"22,959,228","1,462,503",46.35
 31-10-2018,West Bengal, Monthly,6.27,"24,343,879","1,526,361",48.99
 30-11-2018,West Bengal, Monthly,5.73,"24,083,524","1,379,986",48.09
 31-12-2018,West Bengal, Monthly,5.38,"23,436,809","1,260,900",46.53
 31-01-2019,West Bengal, Monthly,6.7,"23,418,234","1,569,022",47.06
 28-02-2019,West Bengal, Monthly,5.99,"24,664,811","1,477,422",49.09
 31-03-2019,West Bengal, Monthly,5.54,"25,033,573","1,386,860",49.49
 30-04-2019,West Bengal, Monthly,6.51,"24,167,841","1,573,326",48.18
 31-05-2019,West Bengal, Monthly,6.02,"23,452,891","1,411,864",46.41
 30-06-2019,West Bengal, Monthly,5.85,"25,543,479","1,494,294",50.36
 31-07-2019,West Bengal, Monthly,5.62,"24,857,801","1,397,008",48.78
 31-08-2019,West Bengal, Monthly,5.58,"24,924,839","1,390,806",48.79
 30-09-2019,West Bengal, Monthly,5.81,"24,623,902","1,430,649",48.22
 31-10-2019,West Bengal, Monthly,6.78,"24,353,011","1,651,134",48.09
 30-11-2019,West Bengal, Monthly,5.83,"25,630,349","1,494,249",50
 31-12-2019,West Bengal, Monthly,5.79,"24,906,236","1,442,071",48.47
 31-01-2020,West Bengal, Monthly,6.79,"24,612,171","1,671,166",48.3
 29-02-2020,West Bengal, Monthly,3.78,"26,093,009","986,316",49.51
 31-03-2020,West Bengal, Monthly,7.02,"25,097,812","1,761,866",49.18
 30-04-2020,West Bengal, Monthly,18.32,"17,639,370","3,231,533",39.27
 31-05-2020,West Bengal, Monthly,18.43,"19,115,772","3,523,037",42.53
 30-06-2020,West Bengal, Monthly,5.96,"21,532,156","1,283,316",41.47
 31-07-2020,West Bengal, Monthly,4.4,"25,839,438","1,136,935",48.85
 31-08-2020,West Bengal, Monthly,13.13,"23,276,167","3,056,161",48.32
 30-09-2020,West Bengal, Monthly,8,"25,355,088","2,028,407",49.6
 31-10-2020,West Bengal, Monthly,10.48,"23,913,470","2,506,132",47.98
 30-11-2020,West Bengal, Monthly,12.38,"23,159,145","2,867,102",47.38
 31-12-2020,West Bengal, Monthly,5.52,"25,277,052","1,395,293",47.85
 31-01-2021,West Bengal, Monthly,4.83,"25,877,979","1,249,906",48.54
 28-02-2021,West Bengal, Monthly,6.35,"26,281,435","1,668,871",50
 31-03-2021,West Bengal, Monthly,7.68,"25,044,372","1,923,408",48.23
 30-04-2021,West Bengal, Monthly,7.49,"23,876,542","1,788,353",45.8
 31-05-2021,West Bengal, Monthly,21.81,"18,987,650","4,141,206",43
 30-06-2021,West Bengal, Monthly,25.56,"19,779,606","5,055,667",46.95
 31-07-2021,West Bengal, Monthly,6.59,"24,573,809","1,619,414",46.39
 31-08-2021,West Bengal, Monthly,6.62,"24,494,680","1,621,548",46.16
 30-09-2021,West Bengal, Monthly,6.59,"25,210,093","1,661,345",47.4
 31-10-2021,West Bengal, Monthly,5.6,"25,424,790","1,423,788",47.2
 30-11-2021,West Bengal, Monthly,5.93,"25,006,196","1,482,867",46.49
 31-12-2021,West Bengal, Monthly,6.8,"24,215,396","1,646,647",45.35
 31-01-2022,West Bengal, Monthly,5.82,"25,640,434","1,492,273",47.42
 28-02-2022,West Bengal, Monthly,6.54,"25,330,389","1,656,607",47.12
 31-03-2022,West Bengal, Monthly,5.06,"24,580,354","1,243,766",44.92
 30-04-2022,West Bengal, Monthly,5.26,"24,548,458","1,291,249",44.86
