 Date,Region, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Unemployed, Estimated Labour Participation Rate (%)
 31-08-2020,Jammu & Kashmir, Monthly,9.86,"2,398,006","236,443",36.6
 30-09-2020,Jammu & Kashmir, Monthly,16.67,"2,276,081","379,423",37.5
 31-10-2020,Jammu & Kashmir, Monthly,18.99,"2,103,975","399,545",35.59
 30-11-2020,Jammu & Kashmir, Monthly,6.19,"2,061,655","127,616",30.05
 31-01-2021,Jammu & Kashmir, Monthly,20.35,"2,250,612","458,000",38.48
 28-02-2021,Jammu & Kashmir, Monthly,13.41,"2,016,760","270,448",31.66
 31-03-2021,Jammu & Kashmir, Monthly,9.33,"2,097,497","195,696",31.38
 30-04-2021,Jammu & Kashmir, Monthly,10.53,"2,700,551","284,368",40.86
 31-05-2021,Jammu & Kashmir, Monthly,9.05,"2,367,082","214,221",35.16
 30-06-2021,Jammu & Kashmir, Monthly,6.67,"2,264,323","151,030",32.71
 31-07-2021,Jammu & Kashmir, Monthly,14.98,"2,295,211","343,823",36.32
 31-08-2021,Jammu & Kashmir, Monthly,11.71,"2,653,998","310,783",40.36
 30-09-2021,Jammu & Kashmir, Monthly,21.34,"2,315,040","494,030",39.44
 31-10-2021,Jammu & Kashmir, Monthly,21.92,"2,120,544","464,823",36.32
 30-11-2021,Jammu & Kashmir, Monthly,22.71,"2,331,779","529,547",40.27
 31-12-2021,Jammu & Kashmir, Monthly,11.54,"2,886,120","333,058",43.45
 31-01-2022,Jammu & Kashmir, Monthly,16.19,"2,251,958","364,592",35.71
 28-02-2022,Jammu & Kashmir, Monthly,9.85,"2,228,509","219,508",32.8
 31-03-2022,Jammu & Kashmir, Monthly,21.62,"2,265,948","489,898",38.28
 30-04-2022,Jammu & Kashmir, Monthly,12.94,"2,522,748","326,444",38.29
 31-01-2016,Jharkhand, Monthly,13.02,"5,758,593","749,769",37.37
 29-02-2016,Jharkhand, Monthly,9.83,"7,053,871","693,396",44.06
 31-03-2016,Jharkhand, Monthly,6.52,"6,651,470","433,676",39.98
 30-04-2016,Jharkhand, Monthly,5.44,"7,966,546","433,380",47.23
 31-05-2016,Jharkhand, Monthly,10.91,"6,013,866","656,113",37.76
 30-06-2016,Jharkhand, Monthly,5.09,"7,251,741","369,114",42.64
 31-07-2016,Jharkhand, Monthly,1.85,"7,150,109","132,277",40.56
 31-08-2016,Jharkhand, Monthly,7.49,"7,692,566","576,173",46.19
 30-09-2016,Jharkhand, Monthly,4.46,"6,937,521","309,413",40.25
 31-10-2016,Jharkhand, Monthly,3.44,"7,299,252","251,094",41.8
 30-11-2016,Jharkhand, Monthly,0.72,"7,298,964","52,553",40.56
 31-12-2016,Jharkhand, Monthly,0.77,"7,863,807","60,551",43.62
 31-01-2017,Jharkhand, Monthly,3.31,"7,038,602","232,978",39.98
 28-02-2017,Jharkhand, Monthly,2.38,"7,285,603","173,397",40.9
 31-03-2017,Jharkhand, Monthly,0,"7,138,318",0,39.03
 30-04-2017,Jharkhand, Monthly,0.35,"7,572,661","26,504",41.46
 31-05-2017,Jharkhand, Monthly,1.75,"7,130,551","124,785",39.5
 30-06-2017,Jharkhand, Monthly,3.67,"7,415,602","272,153",41.81
 31-07-2017,Jharkhand, Monthly,0.51,"6,793,196","34,645",37
 31-08-2017,Jharkhand, Monthly,1.18,"7,312,124","86,283",40
 30-09-2017,Jharkhand, Monthly,8.2,"7,091,669","581,517",41.67
 31-10-2017,Jharkhand, Monthly,7.36,"7,312,875","538,228",42.48
 30-11-2017,Jharkhand, Monthly,5.7,"6,838,769","389,810",38.94
 31-12-2017,Jharkhand, Monthly,6.19,"7,207,751","446,160",41.16
 31-01-2018,Jharkhand, Monthly,4.76,"7,183,570","341,938",40.31
 28-02-2018,Jharkhand, Monthly,5.99,"7,328,725","438,991",41.57
 31-03-2018,Jharkhand, Monthly,6.19,"7,004,467","433,577",39.73
 30-04-2018,Jharkhand, Monthly,8.9,"6,921,262","615,992",40.33
 31-05-2018,Jharkhand, Monthly,7.45,"7,141,579","532,048",40.87
 30-06-2018,Jharkhand, Monthly,7.93,"7,239,300","574,076",41.55
 31-07-2018,Jharkhand, Monthly,9.2,"6,963,289","640,623",40.43
 31-08-2018,Jharkhand, Monthly,7.96,"7,005,921","557,671",40.04
 30-09-2018,Jharkhand, Monthly,5.88,"7,149,328","420,380",39.87
 31-10-2018,Jharkhand, Monthly,7.32,"7,405,022","542,048",41.84
 30-11-2018,Jharkhand, Monthly,8.55,"6,951,215","594,329",39.71
 31-12-2018,Jharkhand, Monthly,9.78,"6,970,551","681,720",40.27
 31-01-2019,Jharkhand, Monthly,6.2,"7,056,831","437,524",39.13
 28-02-2019,Jharkhand, Monthly,5.45,"7,483,195","407,834",41.08
 31-03-2019,Jharkhand, Monthly,11.88,"6,879,839","817,325",40.43
 30-04-2019,Jharkhand, Monthly,10.71,"7,220,330","773,297",41.77
 31-05-2019,Jharkhand, Monthly,7.11,"7,035,762","500,243",39.04
 30-06-2019,Jharkhand, Monthly,8.46,"7,319,780","619,253",41.12
 31-07-2019,Jharkhand, Monthly,9.98,"6,958,399","694,448",39.66
 31-08-2019,Jharkhand, Monthly,12.06,"7,015,356","846,052",40.83
 30-09-2019,Jharkhand, Monthly,6.38,"7,673,454","489,566",41.86
 31-10-2019,Jharkhand, Monthly,6.57,"7,761,238","509,913",42.33
 30-11-2019,Jharkhand, Monthly,8.07,"7,279,631","587,466",40.26
 31-12-2019,Jharkhand, Monthly,15.15,"6,873,439","1,041,326",41.09
 31-01-2020,Jharkhand, Monthly,6.16,"7,868,736","484,714",42.43
 29-02-2020,Jharkhand, Monthly,9.06,"7,932,402","718,676",44.05
 31-03-2020,Jharkhand, Monthly,5.01,"7,157,454","358,588",37.96
 30-04-2020,Jharkhand, Monthly,41.72,"4,280,434","1,785,797",36.92
 31-05-2020,Jharkhand, Monthly,55.1,"3,315,038","1,826,586",37.03
 30-06-2020,Jharkhand, Monthly,21.53,"6,375,114","1,372,562",40.65
 31-07-2020,Jharkhand, Monthly,8.36,"6,907,458","577,463",37.63
 31-08-2020,Jharkhand, Monthly,6.35,"7,093,468","450,435",37.72
 30-09-2020,Jharkhand, Monthly,7.79,"7,640,366","595,185",41.18
 31-10-2020,Jharkhand, Monthly,11.32,"7,999,884","905,587",44.73
 30-11-2020,Jharkhand, Monthly,8.17,"7,201,406","588,355",38.79
 31-12-2020,Jharkhand, Monthly,9.86,"7,359,442","725,641",40.3
 31-01-2021,Jharkhand, Monthly,8.53,"7,634,206","651,198",41.1
 28-02-2021,Jharkhand, Monthly,10.82,"7,921,963","857,156",43.65
 31-03-2021,Jharkhand, Monthly,12.77,"7,227,462","922,947",40.62
 30-04-2021,Jharkhand, Monthly,14.13,"7,295,292","1,030,825",41.56
 31-05-2021,Jharkhand, Monthly,12.04,"7,157,235","861,731",39.71
 30-06-2021,Jharkhand, Monthly,9.91,"8,483,224","840,687",45.85
 31-07-2021,Jharkhand, Monthly,8.46,"7,743,077","655,064",41.09
 31-08-2021,Jharkhand, Monthly,15.1,"7,542,013","1,138,844",43.05
 30-09-2021,Jharkhand, Monthly,11.46,"7,544,093","864,553",41.2
 31-10-2021,Jharkhand, Monthly,18.23,"7,649,686","1,394,538",45.13
 30-11-2021,Jharkhand, Monthly,10.69,"7,514,891","803,342",40.5
 31-12-2021,Jharkhand, Monthly,17.08,"7,432,780","1,269,519",43.05
 31-01-2022,Jharkhand, Monthly,5.13,"8,086,279","414,826",40.84
 28-02-2022,Jharkhand, Monthly,13.85,"8,088,717","1,120,287",44.89
 31-03-2022,Jharkhand, Monthly,14,"7,329,960","1,026,194",40.66
 30-04-2022,Jharkhand, Monthly,12.85,"7,635,292","981,135",41.7
 31-01-2016,Karnataka, Monthly,4.42,"14,637,441","646,975",51.3
 29-02-2016,Karnataka, Monthly,4.85,"14,583,090","707,280",51.27
 31-03-2016,Karnataka, Monthly,2.47,"14,030,453","346,552",48.05
 30-04-2016,Karnataka, Monthly,2.76,"14,253,810","393,405",48.88
 31-05-2016,Karnataka, Monthly,8.58,"14,707,637","1,261,915",53.57
 30-06-2016,Karnataka, Monthly,2.62,"14,859,834","389,328",50.73
 31-07-2016,Karnataka, Monthly,2.4,"15,093,524","362,245",51.34
 31-08-2016,Karnataka, Monthly,2.03,"14,453,326","293,403",48.9
 30-09-2016,Karnataka, Monthly,3.39,"16,136,233","547,018",55.28
 31-10-2016,Karnataka, Monthly,4.43,"15,537,123","688,295",53.72
 30-11-2016,Karnataka, Monthly,5.36,"14,036,958","752,381",48.94
 31-12-2016,Karnataka, Monthly,3.51,"15,783,823","554,012",53.88
 31-01-2017,Karnataka, Monthly,5.93,"15,753,216","934,166",55.07
 28-02-2017,Karnataka, Monthly,3.87,"15,467,427","598,589",52.84
 31-03-2017,Karnataka, Monthly,3.03,"13,609,914","412,380",46.02
 30-04-2017,Karnataka, Monthly,0.6,"15,843,899","95,063",52.19
 31-05-2017,Karnataka, Monthly,0.78,"15,514,006","121,009",51.12
 30-06-2017,Karnataka, Monthly,0.94,"14,571,995","136,977",48.02
 31-07-2017,Karnataka, Monthly,1.45,"13,208,069","191,517",43.68
 31-08-2017,Karnataka, Monthly,0.17,"16,513,005","28,072",53.82
 30-09-2017,Karnataka, Monthly,0.8,"14,833,779","118,670",48.58
 31-10-2017,Karnataka, Monthly,0.38,"15,705,312","59,680",51.14
 30-11-2017,Karnataka, Monthly,1.68,"14,318,608","240,553",47.17
 31-12-2017,Karnataka, Monthly,2.29,"14,103,091","322,961",46.68
 31-01-2018,Karnataka, Monthly,0.95,"15,227,837","144,664",49.64
 28-02-2018,Karnataka, Monthly,2.41,"15,009,921","361,739",49.59
 31-03-2018,Karnataka, Monthly,3.63,"13,593,222","493,434",45.41
 30-04-2018,Karnataka, Monthly,0.98,"14,314,823","140,285",46.47
 31-05-2018,Karnataka, Monthly,0.88,"14,901,557","131,134",48.25
 30-06-2018,Karnataka, Monthly,2.01,"14,816,106","297,804",48.45
 31-07-2018,Karnataka, Monthly,2.91,"12,860,192","374,232",42.38
 31-08-2018,Karnataka, Monthly,0.6,"13,843,390","83,060",44.49
 30-09-2018,Karnataka, Monthly,0.38,"14,419,564","54,794",46.17
 31-10-2018,Karnataka, Monthly,1.65,"13,943,696","230,071",45.15
 30-11-2018,Karnataka, Monthly,1.44,"12,931,767","186,217",41.72
 31-12-2018,Karnataka, Monthly,0.65,"13,040,378","84,762",41.67
 31-01-2019,Karnataka, Monthly,0.98,"14,335,721","140,490",45.89
 28-02-2019,Karnataka, Monthly,1.78,"13,551,873","241,223",43.67
 31-03-2019,Karnataka, Monthly,0.85,"11,927,951","101,388",38.02
 30-04-2019,Karnataka, Monthly,0.24,"12,715,644","30,518",40.22
 31-05-2019,Karnataka, Monthly,5.46,"13,911,444","759,565",46.36
 30-06-2019,Karnataka, Monthly,5.98,"12,888,498","770,732",43.12
 31-07-2019,Karnataka, Monthly,0.52,"12,169,803","63,283",38.42
 31-08-2019,Karnataka, Monthly,0.37,"12,686,467","46,940",39.93
 30-09-2019,Karnataka, Monthly,3.15,"13,750,519","433,141",44.46
 31-10-2019,Karnataka, Monthly,7.13,"12,803,523","912,891",43.1
 30-11-2019,Karnataka, Monthly,1.19,"11,537,212","137,293",36.45
 31-12-2019,Karnataka, Monthly,0.41,"12,756,131","52,300",39.92
 31-01-2020,Karnataka, Monthly,2.57,"13,938,874","358,229",44.52
 29-02-2020,Karnataka, Monthly,4.11,"12,753,657","524,175",41.33
 31-03-2020,Karnataka, Monthly,2.39,"12,853,818","307,206",40.85
 30-04-2020,Karnataka, Monthly,33.17,"9,330,400","3,094,894",43.25
 31-05-2020,Karnataka, Monthly,23.72,"10,626,328","2,520,565",43.09
 30-06-2020,Karnataka, Monthly,10.92,"15,396,213","1,681,266",53.37
 31-07-2020,Karnataka, Monthly,4.61,"13,957,482","643,440",45.11
 31-08-2020,Karnataka, Monthly,0,"14,448,864",0,44.48
 30-09-2020,Karnataka, Monthly,2.68,"11,664,790","312,616",36.84
 31-10-2020,Karnataka, Monthly,1.11,"13,722,339","152,318",42.59
 30-11-2020,Karnataka, Monthly,2.13,"13,133,425","279,742",41.12
 31-12-2020,Karnataka, Monthly,1.12,"13,478,754","150,962",41.71
 31-01-2021,Karnataka, Monthly,3.82,"13,160,475","502,730",41.8
 28-02-2021,Karnataka, Monthly,2.53,"14,028,978","354,933",43.91
 31-03-2021,Karnataka, Monthly,0.98,"13,418,162","131,498",41.27
 30-04-2021,Karnataka, Monthly,1.94,"14,396,676","279,296",44.65
 31-05-2021,Karnataka, Monthly,4.29,"14,913,774","639,801",47.31
 30-06-2021,Karnataka, Monthly,2.79,"15,112,296","421,633",47.13
 31-07-2021,Karnataka, Monthly,2.33,"13,784,191","321,172",42.72
 31-08-2021,Karnataka, Monthly,0.83,"14,047,211","116,592",42.81
 30-09-2021,Karnataka, Monthly,3.79,"13,140,423","498,022",41.21
 31-10-2021,Karnataka, Monthly,0.71,"16,020,171","113,743",48.61
 30-11-2021,Karnataka, Monthly,2.49,"12,375,300","308,145",38.18
 31-12-2021,Karnataka, Monthly,1.39,"13,243,444","184,084",40.34
 31-01-2022,Karnataka, Monthly,3.57,"12,988,257","463,681",40.39
 28-02-2022,Karnataka, Monthly,1.71,"15,067,401","257,653",45.9
 31-03-2022,Karnataka, Monthly,1.65,"13,925,674","229,774",42.33
 30-04-2022,Karnataka, Monthly,1.56,"13,128,522","204,805",39.81
 31-01-2016,Kerala, Monthly,20.6,"5,300,277","1,091,857",47.47
 29-02-2016,Kerala, Monthly,23.68,"5,462,975","1,293,632",50.86
 31-03-2016,Kerala, Monthly,26.37,"5,077,492","1,338,935",48.95
 30-04-2016,Kerala, Monthly,17.39,"5,514,386","958,952",47.34
 31-05-2016,Kerala, Monthly,13.1,"5,675,443","743,483",46.28
 30-06-2016,Kerala, Monthly,6.56,"5,537,808","363,280",41.95
 31-07-2016,Kerala, Monthly,12.7,"5,161,522","655,513",41.81
 31-08-2016,Kerala, Monthly,18.33,"5,779,460","1,059,375",50
 30-09-2016,Kerala, Monthly,5.52,"5,593,516","308,762",41.79
 31-10-2016,Kerala, Monthly,1.21,"5,741,752","69,475",40.99
 30-11-2016,Kerala, Monthly,17.4,"4,842,570","842,607",41.31
 31-12-2016,Kerala, Monthly,20.92,"5,677,441","1,187,721",50.54
 31-01-2017,Kerala, Monthly,12.27,"5,589,822","685,871",44.81
 28-02-2017,Kerala, Monthly,7.67,"5,489,803","421,068",41.78
 31-03-2017,Kerala, Monthly,11.64,"5,006,907","582,804",39.78
 30-04-2017,Kerala, Monthly,4.05,"5,612,425","227,303",41.03
 31-05-2017,Kerala, Monthly,10.23,"5,074,510","519,122",39.61
 30-06-2017,Kerala, Monthly,4.76,"5,265,340","250,630",38.71
 31-07-2017,Kerala, Monthly,8.52,"4,912,673","418,560",37.57
 31-08-2017,Kerala, Monthly,4.41,"5,648,257","249,088",41.3
 30-09-2017,Kerala, Monthly,5.54,"5,029,347","278,626",37.17
 31-10-2017,Kerala, Monthly,11.6,"5,465,402","633,987",43.13
 30-11-2017,Kerala, Monthly,11.52,"5,253,238","605,173",41.38
 31-12-2017,Kerala, Monthly,13.42,"5,048,010","677,443",40.6
 31-01-2018,Kerala, Monthly,6.56,"5,041,669","330,733",37.54
 28-02-2018,Kerala, Monthly,7.42,"5,522,167","409,745",41.46
 31-03-2018,Kerala, Monthly,11.21,"5,069,678","568,311",39.65
 30-04-2018,Kerala, Monthly,5.91,"5,061,784","299,151",37.32
 31-05-2018,Kerala, Monthly,4.97,"5,195,194","258,201",37.89
 30-06-2018,Kerala, Monthly,8.99,"5,543,620","498,371",42.18
 31-07-2018,Kerala, Monthly,8.38,"5,003,177","419,266",37.78
 30-09-2018,Kerala, Monthly,3.68,"5,269,194","193,906",37.78
 31-10-2018,Kerala, Monthly,8.28,"5,380,921","445,540",40.48
 30-11-2018,Kerala, Monthly,6.8,"5,050,544","343,437",37.35
 31-12-2018,Kerala, Monthly,9.31,"4,921,237","458,167",37.37
 31-01-2019,Kerala, Monthly,6.84,"5,222,669","357,231",38.57
 28-02-2019,Kerala, Monthly,8.63,"5,449,506","470,292",41
 31-03-2019,Kerala, Monthly,6.47,"4,834,731","312,807",35.5
 30-04-2019,Kerala, Monthly,9.97,"5,119,786","510,443",39.02
 31-05-2019,Kerala, Monthly,6.63,"5,184,353","343,723",38.07
 30-06-2019,Kerala, Monthly,9,"5,605,625","504,506",42.19
 31-07-2019,Kerala, Monthly,4.95,"4,855,392","240,342",34.96
 31-08-2019,Kerala, Monthly,10.32,"5,233,449","540,092",39.9
 30-09-2019,Kerala, Monthly,5.35,"5,400,501","288,927",38.97
 31-10-2019,Kerala, Monthly,9.14,"5,328,825","487,055",40.02
 30-11-2019,Kerala, Monthly,5,"4,557,907","227,895",32.71
 31-12-2019,Kerala, Monthly,10.77,"5,065,808","545,588",38.67
 31-01-2020,Kerala, Monthly,4.11,"5,307,026","218,119",37.66
 29-02-2020,Kerala, Monthly,8.91,"5,203,579","463,639",38.84
 31-03-2020,Kerala, Monthly,8.85,"4,141,953","366,563",30.87
 30-04-2020,Kerala, Monthly,10.71,"1,754,170","187,872",13.33
 31-05-2020,Kerala, Monthly,15,"4,590,028","688,504",36.61
 30-06-2020,Kerala, Monthly,10.31,"4,945,465","509,877",37.35
 31-07-2020,Kerala, Monthly,9.38,"5,178,313","485,726",38.67
 31-08-2020,Kerala, Monthly,14.89,"4,849,146","722,038",38.52
 30-09-2020,Kerala, Monthly,6.61,"5,089,965","336,447",36.82
 31-10-2020,Kerala, Monthly,3.59,"4,918,738","176,583",34.43
 30-11-2020,Kerala, Monthly,6.85,"4,676,120","320,314",33.85
 31-12-2020,Kerala, Monthly,6.39,"4,988,245","318,749",35.9
 31-01-2021,Kerala, Monthly,5.4,"5,128,313","276,929",36.48
 28-02-2021,Kerala, Monthly,4.43,"4,966,612","220,021",34.95
 31-03-2021,Kerala, Monthly,6.63,"4,889,337","324,163",35.18
 30-04-2021,Kerala, Monthly,8.5,"5,080,147","431,812",37.27
 31-05-2021,Kerala, Monthly,21.82,"4,110,493","896,910",35.26
 30-06-2021,Kerala, Monthly,12.98,"3,920,661","508,902",30.18
 31-07-2021,Kerala, Monthly,8.4,"4,585,176","385,155",33.5
 31-08-2021,Kerala, Monthly,8.33,"4,996,330","416,194",36.45
 30-09-2021,Kerala, Monthly,10.86,"4,874,637","529,386",36.53
 31-10-2021,Kerala, Monthly,6.16,"5,171,670","318,575",36.79
 30-11-2021,Kerala, Monthly,7.94,"4,947,253","392,812",35.84
 31-12-2021,Kerala, Monthly,6.79,"5,198,200","352,958",37.16
 31-01-2022,Kerala, Monthly,4.43,"4,956,720","219,583",34.52
 28-02-2022,Kerala, Monthly,5.75,"5,198,445","298,911",36.68
 31-03-2022,Kerala, Monthly,7.76,"5,050,788","391,941",36.38
 30-04-2022,Kerala, Monthly,5.15,"5,008,391","257,932",35.05
 31-01-2016,Madhya Pradesh, Monthly,2.8,"18,423,858","515,868",49.24
 29-02-2016,Madhya Pradesh, Monthly,4.33,"15,217,606","658,922",41.24
 31-03-2016,Madhya Pradesh, Monthly,2.91,"14,149,192","411,741",37.7
 30-04-2016,Madhya Pradesh, Monthly,7.98,"15,794,944","1,260,437",44.31
 31-05-2016,Madhya Pradesh, Monthly,5.26,"18,212,768","957,992",49.52
 30-06-2016,Madhya Pradesh, Monthly,2.63,"15,859,289","417,099",41.86
 31-07-2016,Madhya Pradesh, Monthly,10.64,"13,779,381","1,466,126",39.55
 31-08-2016,Madhya Pradesh, Monthly,8.34,"15,138,404","1,262,543",42.27
 30-09-2016,Madhya Pradesh, Monthly,7.11,"16,795,529","1,194,162",46.17
 31-10-2016,Madhya Pradesh, Monthly,5.78,"16,819,538","972,169",45.49
 30-11-2016,Madhya Pradesh, Monthly,6.17,"14,078,543","868,646",38.15
 31-12-2016,Madhya Pradesh, Monthly,1.37,"14,801,361","202,779",38.07
 31-01-2017,Madhya Pradesh, Monthly,2.35,"16,322,654","383,582",42.31
 28-02-2017,Madhya Pradesh, Monthly,4.09,"16,490,043","674,443",43.44
 31-03-2017,Madhya Pradesh, Monthly,2.44,"16,427,527","400,832",42.45
 30-04-2017,Madhya Pradesh, Monthly,1.65,"14,367,717","237,067",36.75
 31-05-2017,Madhya Pradesh, Monthly,1.44,"16,411,533","236,326",41.8
 30-06-2017,Madhya Pradesh, Monthly,1.72,"17,532,197","301,554",44.68
 31-07-2017,Madhya Pradesh, Monthly,0.86,"16,826,553","144,708",42.42
 31-08-2017,Madhya Pradesh, Monthly,0.63,"15,348,329","96,694",38.52
 30-09-2017,Madhya Pradesh, Monthly,0.82,"16,286,314","133,548",40.86
 31-10-2017,Madhya Pradesh, Monthly,0.18,"15,574,666","28,034",38.74
 30-11-2017,Madhya Pradesh, Monthly,3.41,"15,958,810","544,195",40.94
 31-12-2017,Madhya Pradesh, Monthly,1.5,"16,740,051","251,101",42.02
 31-01-2018,Madhya Pradesh, Monthly,2,"15,316,143","306,323",38.55
 28-02-2018,Madhya Pradesh, Monthly,2.03,"15,927,347","323,325",40.03
 31-03-2018,Madhya Pradesh, Monthly,4.27,"16,238,450","693,382",41.67
 30-04-2018,Madhya Pradesh, Monthly,2.76,"16,261,153","448,808",40.99
 31-05-2018,Madhya Pradesh, Monthly,1.58,"15,357,946","242,656",38.17
 30-06-2018,Madhya Pradesh, Monthly,2,"15,520,250","310,405",38.66
 31-07-2018,Madhya Pradesh, Monthly,3.62,"15,474,298","560,170",39.1
 31-08-2018,Madhya Pradesh, Monthly,6.41,"16,271,156","1,042,981",42.25
 30-09-2018,Madhya Pradesh, Monthly,3.66,"15,114,646","553,196",38.04
 31-10-2018,Madhya Pradesh, Monthly,7.31,"15,128,954","1,105,927",39.49
 30-11-2018,Madhya Pradesh, Monthly,5.97,"15,004,515","895,770",38.53
 31-12-2018,Madhya Pradesh, Monthly,6.98,"15,588,737","1,088,094",40.38
 31-01-2019,Madhya Pradesh, Monthly,4.67,"15,262,970","712,781",38.49
 28-02-2019,Madhya Pradesh, Monthly,6.33,"16,047,857","1,015,829",41.1
 31-03-2019,Madhya Pradesh, Monthly,4.06,"15,705,488","637,643",39.19
 30-04-2019,Madhya Pradesh, Monthly,6.3,"15,708,503","989,636",40.05
 31-05-2019,Madhya Pradesh, Monthly,3.63,"15,349,833","557,199",37.97
 30-06-2019,Madhya Pradesh, Monthly,4.25,"16,294,789","692,529",40.48
 31-07-2019,Madhya Pradesh, Monthly,3.92,"16,274,702","637,968",40.2
 31-08-2019,Madhya Pradesh, Monthly,4.94,"16,559,144","818,022",41.25
 30-09-2019,Madhya Pradesh, Monthly,3.32,"16,205,452","538,021",39.61
 31-10-2019,Madhya Pradesh, Monthly,2.98,"17,060,636","508,407",41.46
 30-11-2019,Madhya Pradesh, Monthly,2.72,"16,306,425","443,535",39.44
 31-12-2019,Madhya Pradesh, Monthly,2.94,"16,854,646","495,527",40.77
 31-01-2020,Madhya Pradesh, Monthly,3.66,"16,183,702","592,323",39.35
 29-02-2020,Madhya Pradesh, Monthly,4.42,"16,178,044","715,070",39.57
 31-03-2020,Madhya Pradesh, Monthly,1.19,"16,480,441","196,117",38.9
 30-04-2020,Madhya Pradesh, Monthly,12.5,"14,238,959","1,779,870",37.88
 31-05-2020,Madhya Pradesh, Monthly,22.41,"13,113,588","2,938,755",39.25
 30-06-2020,Madhya Pradesh, Monthly,5.09,"16,745,326","852,337",40.89
 31-07-2020,Madhya Pradesh, Monthly,3.12,"17,564,717","548,019",41.92
 31-08-2020,Madhya Pradesh, Monthly,4.19,"16,678,710","698,838",40.17
 30-09-2020,Madhya Pradesh, Monthly,1.97,"16,614,381","327,303",39.02
 31-10-2020,Madhya Pradesh, Monthly,2.36,"16,604,835","391,874",39.07
 30-11-2020,Madhya Pradesh, Monthly,3.43,"17,833,203","611,679",42.33
 31-12-2020,Madhya Pradesh, Monthly,4.7,"17,361,870","816,008",41.67
 31-01-2021,Madhya Pradesh, Monthly,5.53,"16,425,899","908,352",39.69
 28-02-2021,Madhya Pradesh, Monthly,1.45,"16,110,846","233,607",37.24
 31-03-2021,Madhya Pradesh, Monthly,0.98,"17,514,181","171,639",40.2
 30-04-2021,Madhya Pradesh, Monthly,1.09,"16,536,975","180,253",37.92
 31-05-2021,Madhya Pradesh, Monthly,4.75,"15,844,700","752,623",37.65
 30-06-2021,Madhya Pradesh, Monthly,1.4,"16,156,443","226,190",37.01
 31-07-2021,Madhya Pradesh, Monthly,1.47,"17,718,555","260,463",40.52
 31-08-2021,Madhya Pradesh, Monthly,3.42,"17,144,098","586,328",39.91
 30-09-2021,Madhya Pradesh, Monthly,3.05,"16,829,442","513,298",38.95
 31-10-2021,Madhya Pradesh, Monthly,1.16,"16,354,585","189,713",37.04
 30-11-2021,Madhya Pradesh, Monthly,0.94,"17,614,485","165,576",39.72
 31-12-2021,Madhya Pradesh, Monthly,3.35,"17,340,069","580,892",39.99
 31-01-2022,Madhya Pradesh, Monthly,2.82,"16,521,800","465,915",37.81
 28-02-2022,Madhya Pradesh, Monthly,1.88,"15,856,775","298,107",35.87
 31-03-2022,Madhya Pradesh, Monthly,1.19,"17,233,257","205,076",38.63
 30-04-2022,Madhya Pradesh, Monthly,1.24,"17,152,188","212,687",38.39
 31-01-2016,Maharashtra, Monthly,4.41,"23,349,301","1,029,704",49.81
 29-02-2016,Maharashtra, Monthly,2.27,"24,009,199","545,009",50.02
 31-03-2016,Maharashtra, Monthly,4.23,"24,256,813","1,026,063",51.47
